COD. OAE;DESCRITIVO;TIPO DE OAE;DISTRITO;RODOVIA;COD. TRECHO;DESCRITIVO;km;LATITUTE;LONGITUDE
634;Viaduto sobre a DF-085. Entrocamento DF-085 / DF-087;VIAD. SOBRE ROD./RUA;TERCEIRO DISTRITO RODOVIÁRIO;DF085 ;085EDF0030;ENTR. DF-087 (EPVL) - ENTR. DF-079 (EPVP);5831;-15.812.865.286.595;-48.000.281.616.221
635;Viaduto 2 sob a DF085-DF087;VIAD. SOBRE ROD./RUA;TERCEIRO DISTRITO RODOVIÁRIO;DF085 ;085EDF0010;ENTR. DF-003 (EPIA) - ENTR. DF-087 (EPVL);5768;-15.812.656.231.452;-47.999.718.350.389
636;Viaduto 3 sob a DF-085;VIAD. SOBRE ROD./RUA;TERCEIRO DISTRITO RODOVIÁRIO;DF085 ;085EDF0030;ENTR. DF-087 (EPVL) - ENTR. DF-079 (EPVP);5829;-15.812.858.494.883;-48.000.263.317.035
637;RE 130-16E Trevo de Triagem Norte OAE9L;PROVA DE CARGA;SEGUNDO DISTRITO RODOVIÁRIO;DF004 ;004EDF0010;ENTR. DF-002 (ERN) PONTE DO BRAGHETTO - ENTR. VIA L2;467;-15.732.302.989.627;-47.889.863.405.580
638;Trevo de Triagem Norte-OAE 09c;PROVA DE CARGA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0010;ENTR. DF-007(EPTT) PONTE DO BRAGHETTO - RODOVIÁRIA DE BRASÍLIA;259;-15.733.461.662.234;-47.893.321.553.644
639;RE: 146-16E Trevo de Triagem Norte OAE9W;PROVA DE CARGA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0010;ENTR. DF-007(EPTT) PONTE DO BRAGHETTO - RODOVIÁRIA DE BRASÍLIA;259;-15.733.461.662.234;-47.893.321.553.644
640;RE: 098-17E Trevo de Triagem Norte OAE9C;PROVA DE CARGA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0010;ENTR. DF-007(EPTT) PONTE DO BRAGHETTO - RODOVIÁRIA DE BRASÍLIA;236;-15.733.267.272.963;-47.893.383.849.005
641;RE- 005/2017 Trevo de Triagem Norte-OAE10;PROVA DE CARGA;SEGUNDO DISTRITO RODOVIÁRIO;DF002 ;002EDF0010;ENTR. DF-007(EPTT) PONTE DO BRAGHETTO - RODOVIÁRIA DE BRASÍLIA;236;-15.733.267.272.963;-47.893.383.849.005
642;Passarela na DF-085 (Próxima a EPIA);PASSARELA;TERCEIRO DISTRITO RODOVIÁRIO;DF085 ;085EDF0010;ENTR. DF-003 (EPIA) - ENTR. DF-087 (EPVL);1031;-15.808.683.598.278;-47.957.655.035.085
643;Ponte 2 DF 459 (Ribeirão Taguatinga);PONTE;TERCEIRO DISTRITO RODOVIÁRIO;DF459 ;459EDF0010;ACESSO A CEILÂNDIA (VIA DE LIGAÇÃO CENTRO NORTE) - ACESSO A SAMAMBAIA(2ª AVENIDA NORTE);1515;-15.855.015.386.677;-48.097.445.430.092
